sr_name,ir_name,matches,inliers,inlier_ratio,status
sr_00000.jpg,ir_00000.jpg,750,205,0.273333,ok
sr_00001.jpg,ir_00001.jpg,413,90,0.217918,ok
sr_00002.jpg,ir_00002.jpg,368,74,0.201087,ok
sr_00003.jpg,ir_00003.jpg,647,171,0.264297,ok
sr_00004.jpg,ir_00004.jpg,348,79,0.227011,ok
sr_00005.jpg,ir_00005.jpg,414,137,0.330918,ok
sr_00006.jpg,ir_00006.jpg,408,84,0.205882,ok
sr_00007.jpg,ir_00007.jpg,474,72,0.151899,ok
