vis_name,ir_name,matches,inliers,inlier_ratio,status
FLIR_00002_RGB.jpg,FLIR_00002_PreviewData.jpeg,410,265,0.646341,ok
FLIR_00003_RGB.jpg,FLIR_00003_PreviewData.jpeg,413,316,0.765133,ok
FLIR_00004_RGB.jpg,FLIR_00004_PreviewData.jpeg,401,263,0.655860,ok
FLIR_00006_RGB.jpg,FLIR_00006_PreviewData.jpeg,500,342,0.684000,ok
FLIR_00007_RGB.jpg,FLIR_00007_PreviewData.jpeg,484,329,0.679752,ok
FLIR_00008_RGB.jpg,FLIR_00008_PreviewData.jpeg,380,275,0.723684,ok
